# Wavenumber_cm-1 Intensity
34602.07612457 0.03917451
34542.31433506 0.04149684
34482.75862069 0.04393414
34423.40791738 0.04649057
34364.26116838 0.04917034
34305.31732419 0.05197773
34246.57534247 0.05491701
34188.03418803 0.05799255
34129.69283276 0.06120870
34071.55025554 0.06456984
34013.60544218 0.06808036
33955.85738540 0.07174467
33898.30508475 0.07556716
33840.94754653 0.07955219
33783.78378378 0.08370411
33726.81281619 0.08802724
33670.03367003 0.09252583
33613.44537815 0.09720408
33557.04697987 0.10206612
33500.83752094 0.10711599
33444.81605351 0.11235764
33388.98163606 0.11779491
33333.33333333 0.12343151
33277.87021631 0.12927101
33222.59136213 0.13531684
33167.49585406 0.14157224
33112.58278146 0.14804030
33057.85123967 0.15472389
33003.30033003 0.16162568
32948.92915980 0.16874811
32894.73684211 0.17609338
32840.72249589 0.18366343
32786.88524590 0.19145993
32733.22422259 0.19948427
32679.73856209 0.20773752
32626.42740620 0.21622044
32573.28990228 0.22493347
32520.32520325 0.23387668
32467.53246753 0.24304980
32414.91085900 0.25245218
32362.45954693 0.26208276
32310.17770598 0.27194010
32258.06451613 0.28202236
32206.11916264 0.29232723
32154.34083601 0.30285200
32102.72873194 0.31359351
32051.28205128 0.32454813
32000.00000000 0.33571176
31948.88178914 0.34707985
31897.92663477 0.35864735
31847.13375796 0.37040874
31796.50238474 0.38235799
31746.03174603 0.39448860
31695.72107765 0.40679354
31645.56962025 0.41926533
31595.57661927 0.43189594
31545.74132492 0.44467689
31496.06299213 0.45759917
31446.54088050 0.47065330
31397.17425432 0.48382931
31347.96238245 0.49711676
31298.90453834 0.51050473
31250.00000000 0.52398185
31201.24804992 0.53753629
31152.64797508 0.55115580
31104.19906687 0.56482769
31055.90062112 0.57853889
31007.75193798 0.59227590
30959.75232198 0.60602489
30911.90108192 0.61977166
30864.19753086 0.63350168
30816.64098613 0.64720012
30769.23076923 0.66085185
30721.96620584 0.67444150
30674.84662577 0.68795346
30627.87136294 0.70137191
30581.03975535 0.71468085
30534.35114504 0.72786415
30487.80487805 0.74090555
30441.40030441 0.75378869
30395.13677812 0.76649719
30349.01365706 0.77901461
30303.03030303 0.79132456
30257.18608169 0.80341065
30211.48036254 0.81525660
30165.91251885 0.82684624
30120.48192771 0.83816355
30075.18796992 0.84919267
30030.03003003 0.85991797
29985.00749625 0.87032409
29940.11976048 0.88039593
29895.36621824 0.89011872
29850.74626866 0.89947804
29806.25931446 0.90845985
29761.90476190 0.91705054
29717.68202080 0.92523694
29673.59050445 0.93300637
29629.62962963 0.94034664
29585.79881657 0.94724612
29542.09748892 0.95369372
29498.52507375 0.95967897
29455.08100147 0.96519198
29411.76470588 0.97022354
29368.57562408 0.97476505
29325.51319648 0.97880862
29282.57686676 0.98234707
29239.76608187 0.98537389
29197.08029197 0.98788334
29154.51895044 0.98987040
29112.08151383 0.99133080
29069.76744186 0.99226104
29027.57619739 0.99265838
28985.50724638 0.99252086
28943.56005789 0.99184728
28901.73410405 0.99063723
28860.02886003 0.98889107
28818.44380403 0.98660993
28776.97841727 0.98379569
28735.63218391 0.98045102
28694.40459110 0.97657931
28653.29512894 0.97218470
28612.30329041 0.96727205
28571.42857143 0.96184693
28530.67047076 0.95591560
28490.02849003 0.94948499
28449.50213371 0.94256270
28409.09090909 0.93515694
28368.79432624 0.92727654
28328.61189802 0.91893091
28288.54314003 0.91013001
28248.58757062 0.90088435
28208.74471086 0.89120491
28169.01408451 0.88110318
28129.39521800 0.87059105
28089.88764045 0.85968085
28050.49088359 0.84838527
28011.20448179 0.83671736
27972.02797203 0.82469048
27932.96089385 0.81231824
27894.00278940 0.79961454
27855.15320334 0.78659345
27816.41168289 0.77326924
27777.77777778 0.75965632
27739.25104022 0.74576920
27700.83102493 0.73162247
27662.51728907 0.71723076
27624.30939227 0.70260872
27586.20689655 0.68777096
27548.20936639 0.67273205
27510.31636864 0.65750647
27472.52747253 0.64210858
27434.84224966 0.62655261
27397.26027397 0.61085260
27359.78112175 0.59502242
27322.40437158 0.57907568
27285.12960437 0.56302578
27247.95640327 0.54688583
27210.88435374 0.53066865
27173.91304348 0.51438674
27137.04206242 0.49805228
27100.27100271 0.48167710
27063.59945873 0.46527266
27027.02702703 0.44885004
26990.55330634 0.43241994
26954.17789757 0.41599264
26917.90040377 0.39957802
26881.72043011 0.38318552
26845.63758389 0.36682417
26809.65147453 0.35050256
26773.76171352 0.33422884
26737.96791444 0.31801072
26702.26969292 0.30185546
26666.66666667 0.28576991
26631.15845539 0.26976043
26595.74468085 0.25383300
26560.42496680 0.23799312
26525.19893899 0.22224591
26490.06622517 0.20659603
26455.02645503 0.19104775
26420.07926024 0.17560494
26385.22427441 0.16027108
26350.46113307 0.14504925
26315.78947368 0.12994219
26281.20893561 0.11495227
26246.71916010 0.10008150
26212.31979030 0.08533161
26178.01047120 0.07070397
26143.79084967 0.05619967
26109.66057441 0.04181954
26075.61929596 0.02756411
26041.66666667 0.01343368
26007.80234070 -0.00057168
25974.02597403 -0.01445211
25940.33722438 -0.02820796
25906.73575130 -0.04183974
25873.22121604 -0.05534815
25839.79328165 -0.06873400
25806.45161290 -0.08199824
25773.19587629 -0.09514193
25740.02574003 -0.10816623
25706.94087404 -0.12107235
25673.94094994 -0.13386158
25641.02564103 -0.14653525
25608.19462228 -0.15909469
25575.44757033 -0.17154129
25542.78416347 -0.18387638
25510.20408163 -0.19610130
25477.70700637 -0.20821736
25445.29262087 -0.22022582
25412.96060991 -0.23212787
25380.71065990 -0.24392463
25348.54245881 -0.25561716
25316.45569620 -0.26720640
25284.45006321 -0.27869320
25252.52525253 -0.29007828
25220.68095839 -0.30136227
25188.91687657 -0.31254565
25157.23270440 -0.32362876
25125.62814070 -0.33461180
25094.10288582 -0.34549482
25062.65664160 -0.35627773
25031.28911139 -0.36696027
25000.00000000 -0.37754201
24968.78901373 -0.38802236
24937.65586035 -0.39840059
24906.60024907 -0.40867576
24875.62189055 -0.41884679
24844.72049689 -0.42891241
24813.89578164 -0.43887121
24783.14745973 -0.44872160
24752.47524752 -0.45846180
24721.87886279 -0.46808992
24691.35802469 -0.47760386
24660.91245376 -0.48700139
24630.54187192 -0.49628014
24600.24600246 -0.50543757
24570.02457002 -0.51447100
24539.87730061 -0.52337764
24509.80392157 -0.53215455
24479.80416157 -0.54079866
24449.87775061 -0.54930682
24420.02442002 -0.55767574
24390.24390244 -0.56590204
24360.53593179 -0.57398224
24330.90024331 -0.58191280
24301.33657351 -0.58969008
24271.84466019 -0.59731038
24242.42424242 -0.60476997
24213.07506053 -0.61206502
24183.79685611 -0.61919170
24154.58937198 -0.62614615
24125.45235223 -0.63292448
24096.38554217 -0.63952278
24067.38868833 -0.64593716
24038.46153846 -0.65216373
24009.60384154 -0.65819863
23980.81534772 -0.66403800
23952.09580838 -0.66967804
23923.44497608 -0.67511501
23894.86260454 -0.68034520
23866.34844869 -0.68536497
23837.90226460 -0.69017078
23809.52380952 -0.69475915
23781.21284185 -0.69912671
23752.96912114 -0.70327016
23724.79240807 -0.70718634
23696.68246445 -0.71087221
23668.63905325 -0.71432483
23640.66193853 -0.71754141
23612.75088548 -0.72051930
23584.90566038 -0.72325599
23557.12603062 -0.72574913
23529.41176471 -0.72799652
23501.76263220 -0.72999614
23474.17840376 -0.73174613
23446.65885111 -0.73324480
23419.20374707 -0.73449065
23391.81286550 -0.73548237
23364.48598131 -0.73621882
23337.22287048 -0.73669908
23310.02331002 -0.73692239
23282.88707800 -0.73688823
23255.81395349 -0.73659624
23228.80371661 -0.73604629
23201.85614849 -0.73523844
23174.97103129 -0.73417297
23148.14814815 -0.73285034
23121.38728324 -0.73127125
23094.68822171 -0.72943658
23068.05074971 -0.72734743
23041.47465438 -0.72500509
23014.95972382 -0.72241108
22988.50574713 -0.71956708
22962.11251435 -0.71647502
22935.77981651 -0.71313699
22909.50744559 -0.70955528
22883.29519451 -0.70573240
22857.14285714 -0.70167101
22831.05022831 -0.69737399
22805.01710376 -0.69284437
22779.04328018 -0.68808538
22753.12855518 -0.68310040
22727.27272727 -0.67789300
22701.47559591 -0.67246690
22675.73696145 -0.66682598
22650.05662514 -0.66097426
22624.43438914 -0.65491591
22598.87005650 -0.64865526
22573.36343115 -0.64219674
22547.91431793 -0.63554492
22522.52252252 -0.62870450
22497.18785152 -0.62168029
22471.91011236 -0.61447718
22446.68911336 -0.60710020
22421.52466368 -0.59955443
22396.41657335 -0.59184508
22371.36465324 -0.58397741
22346.36871508 -0.57595674
22321.42857143 -0.56778849
22296.54403567 -0.55947811
22271.71492205 -0.55103109
22246.94104561 -0.54245300
22222.22222222 -0.53374941
22197.55826859 -0.52492593
22172.94900222 -0.51598819
22148.39424142 -0.50694183
22123.89380531 -0.49779250
22099.44751381 -0.48854586
22075.05518764 -0.47920755
22050.71664829 -0.46978319
22026.43171806 -0.46027839
22002.20022002 -0.45069874
21978.02197802 -0.44104979
21953.89681668 -0.43133704
21929.82456140 -0.42156597
21905.80503834 -0.41174200
21881.83807440 -0.40187048
21857.92349727 -0.39195673
21834.06113537 -0.38200597
21810.25081788 -0.37202338
21786.49237473 -0.36201405
21762.78563656 -0.35198300
21739.13043478 -0.34193514
21715.52660152 -0.33187534
21691.97396963 -0.32180833
21668.47237270 -0.31173879
21645.02164502 -0.30167127
21621.62162162 -0.29161025
21598.27213823 -0.28156007
21574.97303128 -0.27152499
21551.72413793 -0.26150917
21528.52529602 -0.25151664
21505.37634409 -0.24155134
21482.27712137 -0.23161708
21459.22746781 -0.22171757
21436.22722401 -0.21185639
21413.27623126 -0.20203703
21390.37433155 -0.19226284
21367.52136752 -0.18253707
21344.71718250 -0.17286284
21321.96162047 -0.16324318
21299.25452609 -0.15368098
21276.59574468 -0.14417902
21253.98512221 -0.13473997
21231.42250531 -0.12536640
21208.90774125 -0.11606075
21186.44067797 -0.10682534
21164.02116402 -0.09766242
21141.64904863 -0.08857409
21119.32418163 -0.07956237
21097.04641350 -0.07062916
21074.81559536 -0.06177628
21052.63157895 -0.05300542
21030.49421661 -0.04431820
21008.40336134 -0.03571614
20986.35886674 -0.02720064
20964.36058700 -0.01877304
20942.40837696 -0.01043458
20920.50209205 -0.00218642
20898.64158830 0.00597037
20876.82672234 0.01403479
20855.05735141 0.02200593
20833.33333333 0.02988295
20811.65452653 0.03766508
20790.02079002 0.04535161
20768.43198339 0.05294190
20746.88796680 0.06043539
20725.38860104 0.06783156
20703.93374741 0.07512995
20682.52326784 0.08233016
20661.15702479 0.08943185
20639.83488132 0.09643470
20618.55670103 0.10333846
20597.32234809 0.11014292
20576.13168724 0.11684791
20554.98458376 0.12345330
20533.88090349 0.12995898
20512.82051282 0.13636489
20491.80327869 0.14267099
20470.82906858 0.14887728
20449.89775051 0.15498378
20429.00919305 0.16099052
20408.16326531 0.16689759
20387.35983690 0.17270505
20366.59877800 0.17841302
20345.87995931 0.18402161
20325.20325203 0.18953096
20304.56852792 0.19494121
20283.97565923 0.20025251
20263.42451874 0.20546504
20242.91497976 0.21057897
20222.44691608 0.21559448
20202.02020202 0.22051175
20181.63471241 0.22533099
20161.29032258 0.23005239
20140.98690836 0.23467614
20120.72434608 0.23920244
20100.50251256 0.24363151
20080.32128514 0.24796354
20060.18054162 0.25219873
20040.08016032 0.25633729
20020.02002002 0.26037943
20000.00000000 0.26432534
19980.01998002 0.26817522
19960.07984032 0.27192928
19940.17946162 0.27558771
19920.31872510 0.27915071
19900.49751244 0.28261848
19880.71570577 0.28599122
19860.97318769 0.28926911
19841.26984127 0.29245237
19821.60555005 0.29554117
19801.98019802 0.29853572
19782.39366963 0.30143622
19762.84584980 0.30424285
19743.33662389 0.30695584
19723.86587771 0.30957537
19704.43349754 0.31210166
19685.03937008 0.31453491
19665.68338250 0.31687534
19646.36542240 0.31912318
19627.08537782 0.32127865
19607.84313725 0.32334199
19588.63858962 0.32531344
19569.47162427 0.32719324
19550.34213099 0.32898167
19531.25000000 0.33067899
19512.19512195 0.33228548
19493.17738791 0.33380144
19474.19668939 0.33522717
19455.25291829 0.33656300
19436.34596696 0.33780925
19417.47572816 0.33896628
19398.64209505 0.34003446
19379.84496124 0.34101416
19361.08422072 0.34190579
19342.35976789 0.34270977
19323.67149758 0.34342652
19305.01930502 0.34405651
19286.40308582 0.34460022
19267.82273603 0.34505814
19249.27815207 0.34543078
19230.76923077 0.34571870
19212.29586936 0.34592245
19193.85796545 0.34604262
19175.45541707 0.34607982
19157.08812261 0.34603468
19138.75598086 0.34590786
19120.45889101 0.34570005
19102.19675263 0.34541194
19083.96946565 0.34504427
19065.77693041 0.34459780
19047.61904762 0.34407331
19029.49571836 0.34347160
19011.40684411 0.34279351
18993.35232669 0.34203990
18975.33206831 0.34121166
18957.34597156 0.34030968
18939.39393939 0.33933491
18921.47587512 0.33828830
18903.59168242 0.33717085
18885.74126534 0.33598355
18867.92452830 0.33472744
18850.14137606 0.33340359
18832.39171375 0.33201307
18814.67544685 0.33055699
18796.99248120 0.32903646
18779.34272300 0.32745266
18761.72607880 0.32580674
18744.14245548 0.32409989
18726.59176030 0.32233334
18709.07390084 0.32050831
18691.58878505 0.31862606
18674.13632120 0.31668785
18656.71641791 0.31469499
18639.32898416 0.31264876
18621.97392924 0.31055050
18604.65116279 0.30840154
18587.36059480 0.30620324
18570.10213556 0.30395696
18552.87569573 0.30166407
18535.68118628 0.29932598
18518.51851852 0.29694409
18501.38760407 0.29451979
18484.28835490 0.29205453
18467.22068329 0.28954971
18450.18450185 0.28700680
18433.17972350 0.28442721
18416.20626151 0.28181241
18399.26402944 0.27916385
18382.35294118 0.27648298
18365.47291093 0.27377125
18348.62385321 0.27103014
18331.80568286 0.26826109
18315.01831502 0.26546557
18298.26166514 0.26264503
18281.53564899 0.25980092
18264.84018265 0.25693470
18248.17518248 0.25404782
18231.54056518 0.25114170
18214.93624772 0.24821778
18198.36214741 0.24527749
18181.81818182 0.24232224
18165.30426885 0.23935343
18148.82032668 0.23637248
18132.36627380 0.23338075
18115.94202899 0.23037962
18099.54751131 0.22737044
18083.18264014 0.22435457
18066.84733514 0.22133333
18050.54151625 0.21830804
18034.26510370 0.21527999
18018.01801802 0.21225047
18001.80018002 0.20922073
17985.61151079 0.20619201
17969.45193172 0.20316556
17953.32136445 0.20014255
17937.21973094 0.19712419
17921.14695341 0.19411164
17905.10295434 0.19110602
17889.08765653 0.18810847
17873.10098302 0.18512007
17857.14285714 0.18214190
17841.21320250 0.17917501
17825.31194296 0.17622042
17809.43900267 0.17327912
17793.59430605 0.17035209
17777.77777778 0.16744029
17761.98934281 0.16454463
17746.22892635 0.16166600
17730.49645390 0.15880529
17714.79185120 0.15596333
17699.11504425 0.15314094
17683.46595933 0.15033891
17667.84452297 0.14755801
17652.25066196 0.14479897
17636.68430335 0.14206250
17621.14537445 0.13934928
17605.63380282 0.13665997
17590.14951627 0.13399519
17574.69244288 0.13135555
17559.26251097 0.12874161
17543.85964912 0.12615393
17528.48378615 0.12359302
17513.13485114 0.12105938
17497.81277340 0.11855347
17482.51748252 0.11607574
17467.24890830 0.11362658
17452.00698080 0.11120640
17436.79163034 0.10881555
17421.60278746 0.10645436
17406.44038294 0.10412315
17391.30434783 0.10182221
17376.19461338 0.09955178
17361.11111111 0.09731212
17346.05377277 0.09510343
17331.02253033 0.09292590
17316.01731602 0.09077969
17301.03806228 0.08866495
17286.08470182 0.08658180
17271.15716753 0.08453034
17256.25539258 0.08251064
17241.37931034 0.08052276
17226.52885444 0.07856674
17211.70395869 0.07664259
17196.90455718 0.07475030
17182.13058419 0.07288985
17167.38197425 0.07106121
17152.65866209 0.06926430
17137.96058269 0.06749905
17123.28767123 0.06576537
17108.63986313 0.06406313
17094.01709402 0.06239223
17079.41929974 0.06075250
17064.84641638 0.05914379
17050.29838022 0.05756594
17035.77512777 0.05601874
17021.27659574 0.05450200
17006.80272109 0.05301551
16992.35344095 0.05155904
16977.92869270 0.05013234
16963.52841391 0.04873518
16949.15254237 0.04736729
16934.80101609 0.04602840
16920.47377327 0.04471822
16906.17075232 0.04343647
16891.89189189 0.04218285
16877.63713080 0.04095706
16863.40640809 0.03975876
16849.19966302 0.03858765
16835.01683502 0.03744340
16820.85786375 0.03632566
16806.72268908 0.03523409
16792.61125105 0.03416836
16778.52348993 0.03312809
16764.45934619 0.03211294
16750.41876047 0.03112255
16736.40167364 0.03015655
16722.40802676 0.02921457
16708.43776107 0.02829623
16694.49081803 0.02740117
16680.56713928 0.02652901
16666.66666667 0.02567937
16652.78934221 0.02485187
16638.93510815 0.02404612
16625.10390690 0.02326175
16611.29568106 0.02249838
16597.51037344 0.02175561
16583.74792703 0.02103308
16570.00828500 0.02033039
16556.29139073 0.01964716
16542.59718776 0.01898303
16528.92561983 0.01833760
16515.27663088 0.01771050
16501.65016502 0.01710135
16488.04616653 0.01650979
16474.46457990 0.01593544
16460.90534979 0.01537793
16447.36842105 0.01483689
16433.85373870 0.01431197
16420.36124795 0.01380281
16406.89089418 0.01330904
16393.44262295 0.01283031
16380.01638002 0.01236629
16366.61211129 0.01191661
16353.22976288 0.01148094
16339.86928105 0.01105894
16326.53061224 0.01065028
16313.21370310 0.01025463
16299.91850041 0.00987166
16286.64495114 0.00950105
16273.39300244 0.00914249
16260.16260163 0.00879567
16246.95369618 0.00846028
16233.76623377 0.00813601
16220.60016221 0.00782258
16207.45542950 0.00751969
16194.33198381 0.00722705
16181.22977346 0.00694438
16168.14874697 0.00667141
16155.08885299 0.00640786
16142.05004036 0.00615346
16129.03225806 0.00590796
16116.03545528 0.00567109
16103.05958132 0.00544262
16090.10458568 0.00522228
16077.17041801 0.00500983
16064.25702811 0.00480505
16051.36436597 0.00460770
16038.49238172 0.00441755
16025.64102564 0.00423439
16012.81024820 0.00405799
16000.00000000 0.00388815
15987.21023181 0.00372465
15974.44089457 0.00356731
15961.69193935 0.00341591
15948.96331738 0.00327027
15936.25498008 0.00313020
15923.56687898 0.00299552
15910.89896579 0.00286605
15898.25119237 0.00274161
15885.62351072 0.00262204
15873.01587302 0.00250718
15860.42823156 0.00239686
15847.86053883 0.00229092
15835.31274743 0.00218922
15822.78481013 0.00209161
15810.27667984 0.00199794
15797.78830964 0.00190808
15785.31965272 0.00182189
15772.87066246 0.00173923
15760.44129236 0.00165999
15748.03149606 0.00158403
15735.64122738 0.00151124
15723.27044025 0.00144151
15710.91908877 0.00137471
15698.58712716 0.00131073
15686.27450980 0.00124948
15673.98119122 0.00119085
15661.70712608 0.00113474
15649.45226917 0.00108105
15637.21657545 0.00102969
15625.00000000 0.00098057
15612.80249805 0.00093361
15600.62402496 0.00088871
15588.46453624 0.00084580
15576.32398754 0.00080479
15564.20233463 0.00076562
15552.09953344 0.00072821
15540.01554002 0.00069248
15527.95031056 0.00065837
15515.90380140 0.00062582
15503.87596899 0.00059475
15491.86676995 0.00056511
15479.87616099 0.00053683
15467.90409899 0.00050987
15455.95054096 0.00048416
15444.01544402 0.00045966
15432.09876543 0.00043630
15420.20046261 0.00041405
15408.32049307 0.00039286
15396.45881447 0.00037267
15384.61538462 0.00035345
15372.79016141 0.00033515
15360.98310292 0.00031773
15349.19416731 0.00030116
15337.42331288 0.00028539
15325.67049808 0.00027039
15313.93568147 0.00025613
15302.21882173 0.00024257
15290.51987768 0.00022969
15278.83880825 0.00021744
15267.17557252 0.00020580
15255.53012967 0.00019475
15243.90243902 0.00018425
15232.29246002 0.00017428
15220.70015221 0.00016482
15209.12547529 0.00015584
15197.56838906 0.00014732
15186.02885345 0.00013924
15174.50682853 0.00013157
15163.00227445 0.00012430
15151.51515152 0.00011741
15140.04542014 0.00011088
15128.59304085 0.00010469
15117.15797430 0.00009882
15105.74018127 0.00009327
15094.33962264 0.00008801
15082.95625943 0.00008303
15071.59005275 0.00007831
15060.24096386 0.00007385
15048.90895410 0.00006963
15037.59398496 0.00006563
15026.29601803 0.00006185
15015.01501502 0.00005828
15003.75093773 0.00005490
14992.50374813 0.00005171
14981.27340824 0.00004870
14970.05988024 0.00004585
14958.86312640 0.00004315
14947.68310912 0.00004061
14936.51979089 0.00003821
14925.37313433 0.00003595
14914.24310216 0.00003381
14903.12965723 0.00003179
14892.03276247 0.00002989
14880.95238095 0.00002809
14869.88847584 0.00002640
14858.84101040 0.00002480
14847.80994803 0.00002330
14836.79525223 0.00002188
14825.79688658 0.00002055
14814.81481481 0.00001929
14803.84900074 0.00001811
14792.89940828 0.00001699
14781.96600148 0.00001594
14771.04874446 0.00001495
14760.14760148 0.00001402
14749.26253687 0.00001315
14738.39351511 0.00001233
14727.54050074 0.00001155
14716.70345843 0.00001083
14705.88235294 0.00001014
14695.07714916 0.00000950
14684.28781204 0.00000890
14673.51430668 0.00000833
14662.75659824 0.00000780
14652.01465201 0.00000730
14641.28843338 0.00000683
14630.57790783 0.00000639
14619.88304094 0.00000598
14609.20379839 0.00000559
14598.54014599 0.00000522
14587.89204960 0.00000488
14577.25947522 0.00000456
14566.64238893 0.00000427
14556.04075691 0.00000398
14545.45454545 0.00000372
14534.88372093 0.00000348
14524.32824982 0.00000324
14513.78809869 0.00000303
14503.26323423 0.00000283
14492.75362319 0.00000264
14482.25923244 0.00000246
14471.78002894 0.00000229
14461.31597975 0.00000214
14450.86705202 0.00000199
14440.43321300 0.00000186
14430.01443001 0.00000173
14419.61067051 0.00000161
14409.22190202 0.00000150
14398.84809215 0.00000140
14388.48920863 0.00000130
14378.14521927 0.00000121
14367.81609195 0.00000113
14357.50179469 0.00000105
14347.20229555 0.00000098
14336.91756272 0.00000091
14326.64756447 0.00000085
14316.39226915 0.00000079
14306.15164521 0.00000073
14295.92566119 0.00000068
14285.71428571 0.00000063
14275.51748751 0.00000059
14265.33523538 0.00000055
14255.16749822 0.00000051
14245.01424501 0.00000047
14234.87544484 0.00000044
14224.75106686 0.00000041
14214.64108031 0.00000038
14204.54545455 0.00000035
14194.46415898 0.00000032
14184.39716312 0.00000030
14174.34443657 0.00000028
14164.30594901 0.00000026
14154.28167021 0.00000024
14144.27157001 0.00000022
14134.27561837 0.00000021
14124.29378531 0.00000019
14114.32604093 0.00000018
14104.37235543 0.00000016
14094.43269908 0.00000015
14084.50704225 0.00000014
14074.59535538 0.00000013
14064.69760900 0.00000012
14054.81377372 0.00000011
14044.94382022 0.00000010
14035.08771930 0.00000009
14025.24544180 0.00000009
14015.41695865 0.00000008
14005.60224090 0.00000007
13995.80125962 0.00000007
13986.01398601 0.00000006
13976.24039133 0.00000006
13966.48044693 0.00000005
13956.73412421 0.00000005
13947.00139470 0.00000005
13937.28222997 0.00000004
13927.57660167 0.00000004
13917.88448156 0.00000004
13908.20584145 0.00000003
13898.54065323 0.00000003
13888.88888889 0.00000003
13879.25052047 0.00000003
13869.62552011 0.00000002
13860.01386001 0.00000002
13850.41551247 0.00000002
13840.83044983 0.00000002
13831.25864454 0.00000002
13821.70006911 0.00000002
13812.15469613 0.00000001
13802.62249827 0.00000001
13793.10344828 0.00000001
13783.59751895 0.00000001
13774.10468320 0.00000001
13764.62491397 0.00000001
13755.15818432 0.00000001
13745.70446735 0.00000001
13736.26373626 0.00000001
13726.83596431 0.00000001
13717.42112483 0.00000001
13708.01919123 0.00000001
13698.63013699 0.00000001
13689.25393566 0.00000000
13679.89056088 0.00000000
13670.53998633 0.00000000
13661.20218579 0.00000000
13651.87713311 0.00000000
13642.56480218 0.00000000
13633.26516701 0.00000000
13623.97820163 0.00000000
13614.70388019 0.00000000
13605.44217687 0.00000000
13596.19306594 0.00000000
13586.95652174 0.00000000
13577.73251867 0.00000000
13568.52103121 0.00000000
13559.32203390 0.00000000
13550.13550136 0.00000000
13540.96140826 0.00000000
13531.79972936 0.00000000
13522.65043949 0.00000000
13513.51351351 0.00000000
13504.38892640 0.00000000
13495.27665317 0.00000000
13486.17666891 0.00000000
13477.08894879 0.00000000
13468.01346801 0.00000000
13458.95020188 0.00000000
13449.89912576 0.00000000
13440.86021505 0.00000000
13431.83344527 0.00000000
13422.81879195 0.00000000
13413.81623072 0.00000000
13404.82573727 0.00000000
13395.84728734 0.00000000
13386.88085676 0.00000000
13377.92642140 0.00000000
13368.98395722 0.00000000
13360.05344021 0.00000000
13351.13484646 0.00000000
13342.22815210 0.00000000
13333.33333333 0.00000000
