# Wavenumber_cm-1 Intensity
30075.18796992 0.27589586
30030.03003003 0.28423899
29985.00749625 0.29271721
29940.11976048 0.30132765
29895.36621824 0.31006721
29850.74626866 0.31893252
29806.25931446 0.32791997
29761.90476190 0.33702571
29717.68202080 0.34624561
29673.59050445 0.35557532
29629.62962963 0.36501020
29585.79881657 0.37454540
29542.09748892 0.38417577
29498.52507375 0.39389594
29455.08100147 0.40370030
29411.76470588 0.41358298
29368.57562408 0.42353786
29325.51319648 0.43355860
29282.57686676 0.44363862
29239.76608187 0.45377111
29197.08029197 0.46394904
29154.51895044 0.47416517
29112.08151383 0.48441204
29069.76744186 0.49468198
29027.57619739 0.50496715
28985.50724638 0.51525951
28943.56005789 0.52555084
28901.73410405 0.53583275
28860.02886003 0.54609672
28818.44380403 0.55633404
28776.97841727 0.56653590
28735.63218391 0.57669335
28694.40459110 0.58679733
28653.29512894 0.59683867
28612.30329041 0.60680815
28571.42857143 0.61669643
28530.67047076 0.62649413
28490.02849003 0.63619183
28449.50213371 0.64578007
28409.09090909 0.65524938
28368.79432624 0.66459027
28328.61189802 0.67379329
28288.54314003 0.68284899
28248.58757062 0.69174798
28208.74471086 0.70048092
28169.01408451 0.70903855
28129.39521800 0.71741170
28089.88764045 0.72559130
28050.49088359 0.73356839
28011.20448179 0.74133418
27972.02797203 0.74887999
27932.96089385 0.75619733
27894.00278940 0.76327790
27855.15320334 0.77011357
27816.41168289 0.77669643
27777.77777778 0.78301882
27739.25104022 0.78907327
27700.83102493 0.79485262
27662.51728907 0.80034992
27624.30939227 0.80555854
27586.20689655 0.81047211
27548.20936639 0.81508459
27510.31636864 0.81939023
27472.52747253 0.82338361
27434.84224966 0.82705965
27397.26027397 0.83041360
27359.78112175 0.83344108
27322.40437158 0.83613805
27285.12960437 0.83850084
27247.95640327 0.84052617
27210.88435374 0.84221112
27173.91304348 0.84355315
27137.04206242 0.84455013
27100.27100271 0.84520030
27063.59945873 0.84550231
27027.02702703 0.84545519
26990.55330634 0.84505837
26954.17789757 0.84431170
26917.90040377 0.84321540
26881.72043011 0.84177009
26845.63758389 0.83997678
26809.65147453 0.83783690
26773.76171352 0.83535222
26737.96791444 0.83252492
26702.26969292 0.82935756
26666.66666667 0.82585306
26631.15845539 0.82201469
26595.74468085 0.81784610
26560.42496680 0.81335128
26525.19893899 0.80853456
26490.06622517 0.80340058
26455.02645503 0.79795434
26420.07926024 0.79220110
26385.22427441 0.78614645
26350.46113307 0.77979626
26315.78947368 0.77315666
26281.20893561 0.76623406
26246.71916010 0.75903510
26212.31979030 0.75156666
26178.01047120 0.74383584
26143.79084967 0.73584994
26109.66057441 0.72761645
26075.61929596 0.71914305
26041.66666667 0.71043756
26007.80234070 0.70150796
25974.02597403 0.69236235
25940.33722438 0.68300896
25906.73575130 0.67345610
25873.22121604 0.66371218
25839.79328165 0.65378567
25806.45161290 0.64368509
25773.19587629 0.63341901
25740.02574003 0.62299600
25706.94087404 0.61242466
25673.94094994 0.60171358
25641.02564103 0.59087132
25608.19462228 0.57990640
25575.44757033 0.56882731
25542.78416347 0.55764247
25510.20408163 0.54636020
25477.70700637 0.53498876
25445.29262087 0.52353630
25412.96060991 0.51201086
25380.71065990 0.50042034
25348.54245881 0.48877253
25316.45569620 0.47707504
25284.45006321 0.46533535
25252.52525253 0.45356078
25220.68095839 0.44175844
25188.91687657 0.42993531
25157.23270440 0.41809813
25125.62814070 0.40625347
25094.10288582 0.39440769
25062.65664160 0.38256695
25031.28911139 0.37073718
25000.00000000 0.35892410
24968.78901373 0.34713320
24937.65586035 0.33536975
24906.60024907 0.32363879
24875.62189055 0.31194514
24844.72049689 0.30029335
24813.89578164 0.28868777
24783.14745973 0.27713250
24752.47524752 0.26563142
24721.87886279 0.25418816
24691.35802469 0.24280612
24660.91245376 0.23148846
24630.54187192 0.22023814
24600.24600246 0.20905786
24570.02457002 0.19795012
24539.87730061 0.18691719
24509.80392157 0.17596113
24479.80416157 0.16508376
24449.87775061 0.15428675
24420.02442002 0.14357151
24390.24390244 0.13293930
24360.53593179 0.12239115
24330.90024331 0.11192794
24301.33657351 0.10155035
24271.84466019 0.09125891
24242.42424242 0.08105396
24213.07506053 0.07093571
24183.79685611 0.06090420
24154.58937198 0.05095933
24125.45235223 0.04110089
24096.38554217 0.03132851
24067.38868833 0.02164173
24038.46153846 0.01203996
24009.60384154 0.00252251
23980.81534772 -0.00691140
23952.09580838 -0.01626262
23923.44497608 -0.02553212
23894.86260454 -0.03472089
23866.34844869 -0.04383003
23837.90226460 -0.05286066
23809.52380952 -0.06181397
23781.21284185 -0.07069117
23752.96912114 -0.07949351
23724.79240807 -0.08822226
23696.68246445 -0.09687873
23668.63905325 -0.10546420
23640.66193853 -0.11397998
23612.75088548 -0.12242737
23584.90566038 -0.13080766
23557.12603062 -0.13912212
23529.41176471 -0.14737199
23501.76263220 -0.15555849
23474.17840376 -0.16368281
23446.65885111 -0.17174609
23419.20374707 -0.17974942
23391.81286550 -0.18769386
23364.48598131 -0.19558039
23337.22287048 -0.20340994
23310.02331002 -0.21118338
23282.88707800 -0.21890151
23255.81395349 -0.22656506
23228.80371661 -0.23417468
23201.85614849 -0.24173095
23174.97103129 -0.24923436
23148.14814815 -0.25668533
23121.38728324 -0.26408418
23094.68822171 -0.27143116
23068.05074971 -0.27872640
23041.47465438 -0.28596999
23014.95972382 -0.29316187
22988.50574713 -0.30030195
22962.11251435 -0.30738999
22935.77981651 -0.31442569
22909.50744559 -0.32140866
22883.29519451 -0.32833840
22857.14285714 -0.33521431
22831.05022831 -0.34203574
22805.01710376 -0.34880190
22779.04328018 -0.35551194
22753.12855518 -0.36216492
22727.27272727 -0.36875980
22701.47559591 -0.37529546
22675.73696145 -0.38177070
22650.05662514 -0.38818424
22624.43438914 -0.39453472
22598.87005650 -0.40082070
22573.36343115 -0.40704067
22547.91431793 -0.41319305
22522.52252252 -0.41927619
22497.18785152 -0.42528837
22471.91011236 -0.43122782
22446.68911336 -0.43709270
22421.52466368 -0.44288113
22396.41657335 -0.44859116
22371.36465324 -0.45422081
22346.36871508 -0.45976804
22321.42857143 -0.46523078
22296.54403567 -0.47060692
22271.71492205 -0.47589432
22246.94104561 -0.48109082
22222.22222222 -0.48619421
22197.55826859 -0.49120230
22172.94900222 -0.49611283
22148.39424142 -0.50092358
22123.89380531 -0.50563229
22099.44751381 -0.51023672
22075.05518764 -0.51473460
22050.71664829 -0.51912368
22026.43171806 -0.52340174
22002.20022002 -0.52756654
21978.02197802 -0.53161587
21953.89681668 -0.53554753
21929.82456140 -0.53935938
21905.80503834 -0.54304926
21881.83807440 -0.54661508
21857.92349727 -0.55005476
21834.06113537 -0.55336629
21810.25081788 -0.55654767
21786.49237473 -0.55959697
21762.78563656 -0.56251230
21739.13043478 -0.56529183
21715.52660152 -0.56793379
21691.97396963 -0.57043645
21668.47237270 -0.57279818
21645.02164502 -0.57501739
21621.62162162 -0.57709256
21598.27213823 -0.57902225
21574.97303128 -0.58080509
21551.72413793 -0.58243979
21528.52529602 -0.58392514
21505.37634409 -0.58526002
21482.27712137 -0.58644337
21459.22746781 -0.58747424
21436.22722401 -0.58835176
21413.27623126 -0.58907514
21390.37433155 -0.58964369
21367.52136752 -0.59005682
21344.71718250 -0.59031402
21321.96162047 -0.59041488
21299.25452609 -0.59035909
21276.59574468 -0.59014642
21253.98512221 -0.58977676
21231.42250531 -0.58925008
21208.90774125 -0.58856646
21186.44067797 -0.58772606
21164.02116402 -0.58672918
21141.64904863 -0.58557616
21119.32418163 -0.58426748
21097.04641350 -0.58280371
21074.81559536 -0.58118551
21052.63157895 -0.57941364
21030.49421661 -0.57748895
21008.40336134 -0.57541240
20986.35886674 -0.57318503
20964.36058700 -0.57080798
20942.40837696 -0.56828248
20920.50209205 -0.56560985
20898.64158830 -0.56279151
20876.82672234 -0.55982894
20855.05735141 -0.55672373
20833.33333333 -0.55347754
20811.65452653 -0.55009213
20790.02079002 -0.54656932
20768.43198339 -0.54291102
20746.88796680 -0.53911921
20725.38860104 -0.53519594
20703.93374741 -0.53114335
20682.52326784 -0.52696361
20661.15702479 -0.52265901
20639.83488132 -0.51823184
20618.55670103 -0.51368451
20597.32234809 -0.50901946
20576.13168724 -0.50423917
20554.98458376 -0.49934621
20533.88090349 -0.49434317
20512.82051282 -0.48923270
20491.80327869 -0.48401748
20470.82906858 -0.47870026
20449.89775051 -0.47328379
20429.00919305 -0.46777089
20408.16326531 -0.46216440
20387.35983690 -0.45646717
20366.59877800 -0.45068209
20345.87995931 -0.44481210
20325.20325203 -0.43886011
20304.56852792 -0.43282908
20283.97565923 -0.42672198
20263.42451874 -0.42054179
20242.91497976 -0.41429149
20222.44691608 -0.40797407
20202.02020202 -0.40159254
20181.63471241 -0.39514987
20161.29032258 -0.38864907
20140.98690836 -0.38209311
20120.72434608 -0.37548498
20100.50251256 -0.36882765
20080.32128514 -0.36212406
20060.18054162 -0.35537715
20040.08016032 -0.34858984
20020.02002002 -0.34176504
20000.00000000 -0.33490561
19980.01998002 -0.32801440
19960.07984032 -0.32109423
19940.17946162 -0.31414791
19920.31872510 -0.30717818
19900.49751244 -0.30018778
19880.71570577 -0.29317940
19860.97318769 -0.28615569
19841.26984127 -0.27911928
19821.60555005 -0.27207273
19801.98019802 -0.26501858
19782.39366963 -0.25795933
19762.84584980 -0.25089742
19743.33662389 -0.24383524
19723.86587771 -0.23677516
19704.43349754 -0.22971948
19685.03937008 -0.22267046
19665.68338250 -0.21563031
19646.36542240 -0.20860117
19627.08537782 -0.20158516
19607.84313725 -0.19458433
19588.63858962 -0.18760069
19569.47162427 -0.18063617
19550.34213099 -0.17369267
19531.25000000 -0.16677204
19512.19512195 -0.15987606
19493.17738791 -0.15300647
19474.19668939 -0.14616494
19455.25291829 -0.13935310
19436.34596696 -0.13257253
19417.47572816 -0.12582473
19398.64209505 -0.11911118
19379.84496124 -0.11243329
19361.08422072 -0.10579241
19342.35976789 -0.09918986
19323.67149758 -0.09262689
19305.01930502 -0.08610470
19286.40308582 -0.07962445
19267.82273603 -0.07318725
19249.27815207 -0.06679414
19230.76923077 -0.06044614
19212.29586936 -0.05414421
19193.85796545 -0.04788926
19175.45541707 -0.04168215
19157.08812261 -0.03552372
19138.75598086 -0.02941474
19120.45889101 -0.02335595
19102.19675263 -0.01734804
19083.96946565 -0.01139168
19065.77693041 -0.00548748
19047.61904762 0.00036399
19029.49571836 0.00616218
19011.40684411 0.01190659
18993.35232669 0.01759674
18975.33206831 0.02323220
18957.34597156 0.02881257
18939.39393939 0.03433746
18921.47587512 0.03980653
18903.59168242 0.04521947
18885.74126534 0.05057599
18867.92452830 0.05587582
18850.14137606 0.06111874
18832.39171375 0.06630451
18814.67544685 0.07143296
18796.99248120 0.07650390
18779.34272300 0.08151720
18761.72607880 0.08647272
18744.14245548 0.09137035
18726.59176030 0.09620999
18709.07390084 0.10099156
18691.58878505 0.10571500
18674.13632120 0.11038024
18656.71641791 0.11498727
18639.32898416 0.11953604
18621.97392924 0.12402653
18604.65116279 0.12845875
18587.36059480 0.13283269
18570.10213556 0.13714836
18552.87569573 0.14140579
18535.68118628 0.14560498
18518.51851852 0.14974597
18501.38760407 0.15382880
18484.28835490 0.15785350
18467.22068329 0.16182011
18450.18450185 0.16572867
18433.17972350 0.16957924
18416.20626151 0.17337186
18399.26402944 0.17710658
18382.35294118 0.18078345
18365.47291093 0.18440252
18348.62385321 0.18796384
18331.80568286 0.19146746
18315.01831502 0.19491342
18298.26166514 0.19830179
18281.53564899 0.20163259
18264.84018265 0.20490589
18248.17518248 0.20812171
18231.54056518 0.21128011
18214.93624772 0.21438112
18198.36214741 0.21742477
18181.81818182 0.22041111
18165.30426885 0.22334016
18148.82032668 0.22621195
18132.36627380 0.22902652
18115.94202899 0.23178388
18099.54751131 0.23448406
18083.18264014 0.23712709
18066.84733514 0.23971297
18050.54151625 0.24224174
18034.26510370 0.24471339
18018.01801802 0.24712796
18001.80018002 0.24948545
17985.61151079 0.25178588
17969.45193172 0.25402925
17953.32136445 0.25621558
17937.21973094 0.25834489
17921.14695341 0.26041718
17905.10295434 0.26243247
17889.08765653 0.26439076
17873.10098302 0.26629208
17857.14285714 0.26813644
17841.21320250 0.26992387
17825.31194296 0.27165437
17809.43900267 0.27332798
17793.59430605 0.27494473
17777.77777778 0.27650464
17761.98934281 0.27800775
17746.22892635 0.27945409
17730.49645390 0.28084372
17714.79185120 0.28217669
17699.11504425 0.28345304
17683.46595933 0.28467284
17667.84452297 0.28583615
17652.25066196 0.28694307
17636.68430335 0.28799365
17621.14537445 0.28898800
17605.63380282 0.28992622
17590.14951627 0.29080840
17574.69244288 0.29163467
17559.26251097 0.29240515
17543.85964912 0.29311998
17528.48378615 0.29377929
17513.13485114 0.29438325
17497.81277340 0.29493202
17482.51748252 0.29542578
17467.24890830 0.29586472
17452.00698080 0.29624902
17436.79163034 0.29657892
17421.60278746 0.29685462
17406.44038294 0.29707637
17391.30434783 0.29724442
17376.19461338 0.29735902
17361.11111111 0.29742045
17346.05377277 0.29742899
17331.02253033 0.29738496
17316.01731602 0.29728866
17301.03806228 0.29714042
17286.08470182 0.29694059
17271.15716753 0.29668952
17256.25539258 0.29638757
17241.37931034 0.29603514
17226.52885444 0.29563263
17211.70395869 0.29518043
17196.90455718 0.29467899
17182.13058419 0.29412875
17167.38197425 0.29353015
17152.65866209 0.29288366
17137.96058269 0.29218978
17123.28767123 0.29144899
17108.63986313 0.29066181
17094.01709402 0.28982876
17079.41929974 0.28895038
17064.84641638 0.28802722
17050.29838022 0.28705985
17035.77512777 0.28604885
17021.27659574 0.28499480
17006.80272109 0.28389831
16992.35344095 0.28275999
16977.92869270 0.28158048
16963.52841391 0.28036042
16949.15254237 0.27910045
16934.80101609 0.27780125
16920.47377327 0.27646348
16906.17075232 0.27508783
16891.89189189 0.27367501
16877.63713080 0.27222571
16863.40640809 0.27074065
16849.19966302 0.26922056
16835.01683502 0.26766617
16820.85786375 0.26607824
16806.72268908 0.26445750
16792.61125105 0.26280472
16778.52348993 0.26112067
16764.45934619 0.25940612
16750.41876047 0.25766186
16736.40167364 0.25588868
16722.40802676 0.25408736
16708.43776107 0.25225870
16694.49081803 0.25040352
16680.56713928 0.24852262
16666.66666667 0.24661682
16652.78934221 0.24468693
16638.93510815 0.24273377
16625.10390690 0.24075816
16611.29568106 0.23876093
16597.51037344 0.23674291
16583.74792703 0.23470493
16570.00828500 0.23264782
16556.29139073 0.23057239
16542.59718776 0.22847950
16528.92561983 0.22636996
16515.27663088 0.22424460
16501.65016502 0.22210426
16488.04616653 0.21994975
16474.46457990 0.21778190
16460.90534979 0.21560153
16447.36842105 0.21340946
16433.85373870 0.21120650
16420.36124795 0.20899346
16406.89089418 0.20677115
16393.44262295 0.20454036
16380.01638002 0.20230190
16366.61211129 0.20005655
16353.22976288 0.19780509
16339.86928105 0.19554831
16326.53061224 0.19328697
16313.21370310 0.19102183
16299.91850041 0.18875365
16286.64495114 0.18648319
16273.39300244 0.18421116
16260.16260163 0.18193832
16246.95369618 0.17966538
16233.76623377 0.17739305
16220.60016221 0.17512203
16207.45542950 0.17285303
16194.33198381 0.17058671
16181.22977346 0.16832375
16168.14874697 0.16606483
16155.08885299 0.16381057
16142.05004036 0.16156163
16129.03225806 0.15931864
16116.03545528 0.15708220
16103.05958132 0.15485293
16090.10458568 0.15263142
16077.17041801 0.15041824
16064.25702811 0.14821397
16051.36436597 0.14601916
16038.49238172 0.14383435
16025.64102564 0.14166008
16012.81024820 0.13949685
16000.00000000 0.13734518
15987.21023181 0.13520556
15974.44089457 0.13307845
15961.69193935 0.13096433
15948.96331738 0.12886365
15936.25498008 0.12677684
15923.56687898 0.12470432
15910.89896579 0.12264651
15898.25119237 0.12060380
15885.62351072 0.11857658
15873.01587302 0.11656520
15860.42823156 0.11457004
15847.86053883 0.11259142
15835.31274743 0.11062968
15822.78481013 0.10868513
15810.27667984 0.10675807
15797.78830964 0.10484879
15785.31965272 0.10295756
15772.87066246 0.10108464
15760.44129236 0.09923029
15748.03149606 0.09739473
15735.64122738 0.09557818
15723.27044025 0.09378086
15710.91908877 0.09200296
15698.58712716 0.09024466
15686.27450980 0.08850612
15673.98119122 0.08678752
15661.70712608 0.08508899
15649.45226917 0.08341066
15637.21657545 0.08175267
15625.00000000 0.08011510
15612.80249805 0.07849808
15600.62402496 0.07690167
15588.46453624 0.07532595
15576.32398754 0.07377100
15564.20233463 0.07223685
15552.09953344 0.07072355
15540.01554002 0.06923114
15527.95031056 0.06775963
15515.90380140 0.06630904
15503.87596899 0.06487936
15491.86676995 0.06347058
15479.87616099 0.06208270
15467.90409899 0.06071567
15455.95054096 0.05936947
15444.01544402 0.05804405
15432.09876543 0.05673935
15420.20046261 0.05545531
15408.32049307 0.05419186
15396.45881447 0.05294892
15384.61538462 0.05172641
15372.79016141 0.05052422
15360.98310292 0.04934227
15349.19416731 0.04818044
15337.42331288 0.04703861
15325.67049808 0.04591667
15313.93568147 0.04481449
15302.21882173 0.04373192
15290.51987768 0.04266885
15278.83880825 0.04162511
15267.17557252 0.04060055
15255.53012967 0.03959503
15243.90243902 0.03860838
15232.29246002 0.03764043
15220.70015221 0.03669101
15209.12547529 0.03575996
15197.56838906 0.03484708
15186.02885345 0.03395221
15174.50682853 0.03307514
15163.00227445 0.03221570
15151.51515152 0.03137369
15140.04542014 0.03054891
15128.59304085 0.02974116
15117.15797430 0.02895025
15105.74018127 0.02817597
15094.33962264 0.02741812
15082.95625943 0.02667648
15071.59005275 0.02595084
15060.24096386 0.02524100
15048.90895410 0.02454674
15037.59398496 0.02386785
15026.29601803 0.02320410
15015.01501502 0.02255529
15003.75093773 0.02192120
14992.50374813 0.02130160
14981.27340824 0.02069628
14970.05988024 0.02010503
14958.86312640 0.01952761
14947.68310912 0.01896381
14936.51979089 0.01841341
14925.37313433 0.01787619
14914.24310216 0.01735194
14903.12965723 0.01684043
14892.03276247 0.01634144
14880.95238095 0.01585476
14869.88847584 0.01538017
14858.84101040 0.01491746
14847.80994803 0.01446641
14836.79525223 0.01402680
14825.79688658 0.01359843
14814.81481481 0.01318108
14803.84900074 0.01277454
14792.89940828 0.01237861
14781.96600148 0.01199307
14771.04874446 0.01161773
14760.14760148 0.01125238
14749.26253687 0.01089681
14738.39351511 0.01055083
14727.54050074 0.01021424
14716.70345843 0.00988684
14705.88235294 0.00956844
14695.07714916 0.00925885
14684.28781204 0.00895787
14673.51430668 0.00866532
14662.75659824 0.00838102
14652.01465201 0.00810478
14641.28843338 0.00783642
14630.57790783 0.00757576
14619.88304094 0.00732263
14609.20379839 0.00707685
14598.54014599 0.00683825
14587.89204960 0.00660667
14577.25947522 0.00638193
14566.64238893 0.00616387
14556.04075691 0.00595233
14545.45454545 0.00574715
14534.88372093 0.00554818
14524.32824982 0.00535526
14513.78809869 0.00516824
14503.26323423 0.00498697
14492.75362319 0.00481131
14482.25923244 0.00464111
14471.78002894 0.00447624
14461.31597975 0.00431654
14450.86705202 0.00416189
14440.43321300 0.00401216
14430.01443001 0.00386721
14419.61067051 0.00372691
14409.22190202 0.00359114
14398.84809215 0.00345978
14388.48920863 0.00333270
14378.14521927 0.00320979
14367.81609195 0.00309092
14357.50179469 0.00297600
14347.20229555 0.00286490
14336.91756272 0.00275751
14326.64756447 0.00265374
14316.39226915 0.00255347
14306.15164521 0.00245661
14295.92566119 0.00236305
14285.71428571 0.00227270
14275.51748751 0.00218547
14265.33523538 0.00210125
14255.16749822 0.00201996
14245.01424501 0.00194152
14234.87544484 0.00186583
14224.75106686 0.00179281
14214.64108031 0.00172238
14204.54545455 0.00165445
14194.46415898 0.00158896
14184.39716312 0.00152582
14174.34443657 0.00146496
14164.30594901 0.00140631
14154.28167021 0.00134980
14144.27157001 0.00129535
14134.27561837 0.00124291
14124.29378531 0.00119240
14114.32604093 0.00114377
14104.37235543 0.00109695
14094.43269908 0.00105188
14084.50704225 0.00100851
14074.59535538 0.00096677
14064.69760900 0.00092661
14054.81377372 0.00088799
14044.94382022 0.00085084
14035.08771930 0.00081512
14025.24544180 0.00078078
14015.41695865 0.00074776
14005.60224090 0.00071603
13995.80125962 0.00068554
13986.01398601 0.00065625
13976.24039133 0.00062811
13966.48044693 0.00060108
13956.73412421 0.00057512
13947.00139470 0.00055020
13937.28222997 0.00052628
13927.57660167 0.00050332
13917.88448156 0.00048129
13908.20584145 0.00046014
13898.54065323 0.00043986
13888.88888889 0.00042041
13879.25052047 0.00040175
13869.62552011 0.00038386
13860.01386001 0.00036671
13850.41551247 0.00035028
13840.83044983 0.00033452
13831.25864454 0.00031943
13821.70006911 0.00030497
13812.15469613 0.00029112
13802.62249827 0.00027785
13793.10344828 0.00026515
13783.59751895 0.00025299
13774.10468320 0.00024134
13764.62491397 0.00023020
13755.15818432 0.00021954
13745.70446735 0.00020934
13736.26373626 0.00019958
13726.83596431 0.00019025
13717.42112483 0.00018132
13708.01919123 0.00017279
13698.63013699 0.00016463
13689.25393566 0.00015684
13679.89056088 0.00014939
13670.53998633 0.00014227
13661.20218579 0.00013547
13651.87713311 0.00012897
13642.56480218 0.00012277
13633.26516701 0.00011684
13623.97820163 0.00011119
13614.70388019 0.00010579
13605.44217687 0.00010064
13596.19306594 0.00009572
13586.95652174 0.00009103
13577.73251867 0.00008656
13568.52103121 0.00008229
13559.32203390 0.00007822
13550.13550136 0.00007435
13540.96140826 0.00007065
13531.79972936 0.00006712
13522.65043949 0.00006377
13513.51351351 0.00006057
13504.38892640 0.00005752
13495.27665317 0.00005461
13486.17666891 0.00005185
13477.08894879 0.00004922
13468.01346801 0.00004671
13458.95020188 0.00004432
13449.89912576 0.00004205
13440.86021505 0.00003989
13431.83344527 0.00003784
13422.81879195 0.00003588
13413.81623072 0.00003402
13404.82573727 0.00003226
13395.84728734 0.00003058
13386.88085676 0.00002898
13377.92642140 0.00002746
13368.98395722 0.00002602
13360.05344021 0.00002465
13351.13484646 0.00002334
13342.22815210 0.00002211
13333.33333333 0.00002093
