# Wavenumber_cm-1 Intensity
34305.31732419 0.00936303
34246.57534247 0.00993450
34188.03418803 0.01053627
34129.69283276 0.01116965
34071.55025554 0.01183596
34013.60544218 0.01253658
33955.85738540 0.01327290
33898.30508475 0.01404638
33840.94754653 0.01485848
33783.78378378 0.01571071
33726.81281619 0.01660461
33670.03367003 0.01754176
33613.44537815 0.01852376
33557.04697987 0.01955224
33500.83752094 0.02062887
33444.81605351 0.02175533
33388.98163606 0.02293336
33333.33333333 0.02416468
33277.87021631 0.02545106
33222.59136213 0.02679429
33167.49585406 0.02819616
33112.58278146 0.02965851
33057.85123967 0.03118316
33003.30033003 0.03277196
32948.92915980 0.03442676
32894.73684211 0.03614943
32840.72249589 0.03794183
32786.88524590 0.03980581
32733.22422259 0.04174324
32679.73856209 0.04375597
32626.42740620 0.04584585
32573.28990228 0.04801469
32520.32520325 0.05026432
32467.53246753 0.05259650
32414.91085900 0.05501301
32362.45954693 0.05751558
32310.17770598 0.06010589
32258.06451613 0.06278559
32206.11916264 0.06555630
32154.34083601 0.06841957
32102.72873194 0.07137691
32051.28205128 0.07442975
32000.00000000 0.07757948
31948.88178914 0.08082741
31897.92663477 0.08417476
31847.13375796 0.08762269
31796.50238474 0.09117225
31746.03174603 0.09482444
31695.72107765 0.09858011
31645.56962025 0.10244005
31595.57661927 0.10640492
31545.74132492 0.11047526
31496.06299213 0.11465153
31446.54088050 0.11893401
31397.17425432 0.12332290
31347.96238245 0.12781823
31298.90453834 0.13241991
31250.00000000 0.13712771
31201.24804992 0.14194123
31152.64797508 0.14685992
31104.19906687 0.15188310
31055.90062112 0.15700988
31007.75193798 0.16223925
30959.75232198 0.16757000
30911.90108192 0.17300075
30864.19753086 0.17852995
30816.64098613 0.18415586
30769.23076923 0.18987657
30721.96620584 0.19568997
30674.84662577 0.20159377
30627.87136294 0.20758549
30581.03975535 0.21366245
30534.35114504 0.21982180
30487.80487805 0.22606047
30441.40030441 0.23237521
30395.13677812 0.23876258
30349.01365706 0.24521895
30303.03030303 0.25174048
30257.18608169 0.25832317
30211.48036254 0.26496281
30165.91251885 0.27165500
30120.48192771 0.27839519
30075.18796992 0.28517862
30030.03003003 0.29200036
29985.00749625 0.29885532
29940.11976048 0.30573825
29895.36621824 0.31264370
29850.74626866 0.31956612
29806.25931446 0.32649977
29761.90476190 0.33343879
29717.68202080 0.34037717
29673.59050445 0.34730878
29629.62962963 0.35422738
29585.79881657 0.36112660
29542.09748892 0.36799997
29498.52507375 0.37484095
29455.08100147 0.38164289
29411.76470588 0.38839908
29368.57562408 0.39510274
29325.51319648 0.40174704
29282.57686676 0.40832512
29239.76608187 0.41483007
29197.08029197 0.42125497
29154.51895044 0.42759289
29112.08151383 0.43383691
29069.76744186 0.43998012
29027.57619739 0.44601564
28985.50724638 0.45193663
28943.56005789 0.45773630
28901.73410405 0.46340794
28860.02886003 0.46894490
28818.44380403 0.47434062
28776.97841727 0.47958866
28735.63218391 0.48468267
28694.40459110 0.48961644
28653.29512894 0.49438391
28612.30329041 0.49897914
28571.42857143 0.50339638
28530.67047076 0.50763003
28490.02849003 0.51167469
28449.50213371 0.51552515
28409.09090909 0.51917639
28368.79432624 0.52262363
28328.61189802 0.52586230
28288.54314003 0.52888805
28248.58757062 0.53169679
28208.74471086 0.53428468
28169.01408451 0.53664813
28129.39521800 0.53878380
28089.88764045 0.54068866
28050.49088359 0.54235992
28011.20448179 0.54379509
27972.02797203 0.54499195
27932.96089385 0.54594859
27894.00278940 0.54666339
27855.15320334 0.54713503
27816.41168289 0.54736246
27777.77777778 0.54734497
27739.25104022 0.54708214
27700.83102493 0.54657384
27662.51728907 0.54582024
27624.30939227 0.54482184
27586.20689655 0.54357940
27548.20936639 0.54209401
27510.31636864 0.54036701
27472.52747253 0.53840008
27434.84224966 0.53619515
27397.26027397 0.53375443
27359.78112175 0.53108043
27322.40437158 0.52817589
27285.12960437 0.52504385
27247.95640327 0.52168757
27210.88435374 0.51811058
27173.91304348 0.51431664
27137.04206242 0.51030972
27100.27100271 0.50609404
27063.59945873 0.50167401
27027.02702703 0.49705424
26990.55330634 0.49223953
26954.17789757 0.48723487
26917.90040377 0.48204541
26881.72043011 0.47667644
26845.63758389 0.47113342
26809.65147453 0.46542192
26773.76171352 0.45954765
26737.96791444 0.45351642
26702.26969292 0.44733413
26666.66666667 0.44100677
26631.15845539 0.43454039
26595.74468085 0.42794113
26560.42496680 0.42121515
26525.19893899 0.41436864
26490.06622517 0.40740785
26455.02645503 0.40033899
26420.07926024 0.39316831
26385.22427441 0.38590204
26350.46113307 0.37854636
26315.78947368 0.37110746
26281.20893561 0.36359143
26246.71916010 0.35600436
26212.31979030 0.34835223
26178.01047120 0.34064096
26143.79084967 0.33287640
26109.66057441 0.32506428
26075.61929596 0.31721023
26041.66666667 0.30931979
26007.80234070 0.30139836
25974.02597403 0.29345121
25940.33722438 0.28548350
25906.73575130 0.27750022
25873.22121604 0.26950624
25839.79328165 0.26150627
25806.45161290 0.25350484
25773.19587629 0.24550636
25740.02574003 0.23751505
25706.94087404 0.22953496
25673.94094994 0.22156998
25641.02564103 0.21362381
25608.19462228 0.20570001
25575.44757033 0.19780191
25542.78416347 0.18993272
25510.20408163 0.18209542
25477.70700637 0.17429284
25445.29262087 0.16652762
25412.96060991 0.15880225
25380.71065990 0.15111900
25348.54245881 0.14348000
25316.45569620 0.13588719
25284.45006321 0.12834236
25252.52525253 0.12084712
25220.68095839 0.11340292
25188.91687657 0.10601104
25157.23270440 0.09867263
25125.62814070 0.09138866
25094.10288582 0.08415998
25062.65664160 0.07698729
25031.28911139 0.06987114
25000.00000000 0.06281197
24968.78901373 0.05581008
24937.65586035 0.04886566
24906.60024907 0.04197877
24875.62189055 0.03514939
24844.72049689 0.02837738
24813.89578164 0.02166250
24783.14745973 0.01500444
24752.47524752 0.00840279
24721.87886279 0.00185707
24691.35802469 -0.00463326
24660.91245376 -0.01106882
24630.54187192 -0.01745027
24600.24600246 -0.02377832
24570.02457002 -0.03005373
24539.87730061 -0.03627731
24509.80392157 -0.04244987
24479.80416157 -0.04857227
24449.87775061 -0.05464537
24420.02442002 -0.06067005
24390.24390244 -0.06664720
24360.53593179 -0.07257770
24330.90024331 -0.07846244
24301.33657351 -0.08430227
24271.84466019 -0.09009806
24242.42424242 -0.09585064
24213.07506053 -0.10156080
24183.79685611 -0.10722933
24154.58937198 -0.11285697
24125.45235223 -0.11844440
24096.38554217 -0.12399230
24067.38868833 -0.12950126
24038.46153846 -0.13497184
24009.60384154 -0.14040455
23980.81534772 -0.14579983
23952.09580838 -0.15115806
23923.44497608 -0.15647957
23894.86260454 -0.16176461
23866.34844869 -0.16701337
23837.90226460 -0.17222597
23809.52380952 -0.17740245
23781.21284185 -0.18254280
23752.96912114 -0.18764690
23724.79240807 -0.19271460
23696.68246445 -0.19774563
23668.63905325 -0.20273968
23640.66193853 -0.20769635
23612.75088548 -0.21261516
23584.90566038 -0.21749555
23557.12603062 -0.22233690
23529.41176471 -0.22713852
23501.76263220 -0.23189962
23474.17840376 -0.23661935
23446.65885111 -0.24129680
23419.20374707 -0.24593098
23391.81286550 -0.25052083
23364.48598131 -0.25506523
23337.22287048 -0.25956298
23310.02331002 -0.26401284
23282.88707800 -0.26841350
23255.81395349 -0.27276358
23228.80371661 -0.27706167
23201.85614849 -0.28130629
23174.97103129 -0.28549591
23148.14814815 -0.28962897
23121.38728324 -0.29370384
23094.68822171 -0.29771887
23068.05074971 -0.30167238
23041.47465438 -0.30556263
23014.95972382 -0.30938786
22988.50574713 -0.31314630
22962.11251435 -0.31683614
22935.77981651 -0.32045555
22909.50744559 -0.32400268
22883.29519451 -0.32747569
22857.14285714 -0.33087271
22831.05022831 -0.33419187
22805.01710376 -0.33743129
22779.04328018 -0.34058912
22753.12855518 -0.34366349
22727.27272727 -0.34665253
22701.47559591 -0.34955443
22675.73696145 -0.35236734
22650.05662514 -0.35508948
22624.43438914 -0.35771905
22598.87005650 -0.36025432
22573.36343115 -0.36269355
22547.91431793 -0.36503507
22522.52252252 -0.36727723
22497.18785152 -0.36941841
22471.91011236 -0.37145706
22446.68911336 -0.37339165
22421.52466368 -0.37522073
22396.41657335 -0.37694289
22371.36465324 -0.37855675
22346.36871508 -0.38006103
22321.42857143 -0.38145449
22296.54403567 -0.38273595
22271.71492205 -0.38390431
22246.94104561 -0.38495852
22222.22222222 -0.38589762
22197.55826859 -0.38672071
22172.94900222 -0.38742697
22148.39424142 -0.38801564
22123.89380531 -0.38848607
22099.44751381 -0.38883766
22075.05518764 -0.38906989
22050.71664829 -0.38918235
22026.43171806 -0.38917468
22002.20022002 -0.38904662
21978.02197802 -0.38879799
21953.89681668 -0.38842870
21929.82456140 -0.38793873
21905.80503834 -0.38732817
21881.83807440 -0.38659717
21857.92349727 -0.38574599
21834.06113537 -0.38477496
21810.25081788 -0.38368450
21786.49237473 -0.38247510
21762.78563656 -0.38114737
21739.13043478 -0.37970197
21715.52660152 -0.37813966
21691.97396963 -0.37646128
21668.47237270 -0.37466775
21645.02164502 -0.37276007
21621.62162162 -0.37073931
21598.27213823 -0.36860664
21574.97303128 -0.36636330
21551.72413793 -0.36401057
21528.52529602 -0.36154986
21505.37634409 -0.35898260
21482.27712137 -0.35631033
21459.22746781 -0.35353462
21436.22722401 -0.35065713
21413.27623126 -0.34767958
21390.37433155 -0.34460374
21367.52136752 -0.34143146
21344.71718250 -0.33816462
21321.96162047 -0.33480516
21299.25452609 -0.33135509
21276.59574468 -0.32781644
21253.98512221 -0.32419132
21231.42250531 -0.32048185
21208.90774125 -0.31669021
21186.44067797 -0.31281861
21164.02116402 -0.30886931
21141.64904863 -0.30484457
21119.32418163 -0.30074673
21097.04641350 -0.29657810
21074.81559536 -0.29234105
21052.63157895 -0.28803797
21030.49421661 -0.28367127
21008.40336134 -0.27924334
20986.35886674 -0.27475664
20964.36058700 -0.27021359
20942.40837696 -0.26561665
20920.50209205 -0.26096827
20898.64158830 -0.25627091
20876.82672234 -0.25152702
20855.05735141 -0.24673905
20833.33333333 -0.24190946
20811.65452653 -0.23704067
20790.02079002 -0.23213512
20768.43198339 -0.22719523
20746.88796680 -0.22222338
20725.38860104 -0.21722198
20703.93374741 -0.21219337
20682.52326784 -0.20713990
20661.15702479 -0.20206388
20639.83488132 -0.19696761
20618.55670103 -0.19185336
20597.32234809 -0.18672334
20576.13168724 -0.18157978
20554.98458376 -0.17642483
20533.88090349 -0.17126063
20512.82051282 -0.16608927
20491.80327869 -0.16091283
20470.82906858 -0.15573332
20449.89775051 -0.15055271
20429.00919305 -0.14537296
20408.16326531 -0.14019596
20387.35983690 -0.13502356
20366.59877800 -0.12985758
20345.87995931 -0.12469977
20325.20325203 -0.11955185
20304.56852792 -0.11441551
20283.97565923 -0.10929236
20263.42451874 -0.10418398
20242.91497976 -0.09909190
20222.44691608 -0.09401760
20202.02020202 -0.08896251
20181.63471241 -0.08392803
20161.29032258 -0.07891548
20140.98690836 -0.07392615
20120.72434608 -0.06896128
20100.50251256 -0.06402206
20080.32128514 -0.05910963
20060.18054162 -0.05422509
20040.08016032 -0.04936948
20020.02002002 -0.04454381
20000.00000000 -0.03974902
19980.01998002 -0.03498602
19960.07984032 -0.03025569
19940.17946162 -0.02555882
19920.31872510 -0.02089621
19900.49751244 -0.01626857
19880.71570577 -0.01167660
19860.97318769 -0.00712095
19841.26984127 -0.00260221
19821.60555005 0.00187903
19801.98019802 0.00632227
19782.39366963 0.01072699
19762.84584980 0.01509276
19743.33662389 0.01941915
19723.86587771 0.02370577
19704.43349754 0.02795228
19685.03937008 0.03215835
19665.68338250 0.03632371
19646.36542240 0.04044808
19627.08537782 0.04453124
19607.84313725 0.04857300
19588.63858962 0.05257316
19569.47162427 0.05653159
19550.34213099 0.06044815
19531.25000000 0.06432275
19512.19512195 0.06815529
19493.17738791 0.07194572
19474.19668939 0.07569400
19455.25291829 0.07940009
19436.34596696 0.08306400
19417.47572816 0.08668572
19398.64209505 0.09026529
19379.84496124 0.09380274
19361.08422072 0.09729811
19342.35976789 0.10075147
19323.67149758 0.10416290
19305.01930502 0.10753246
19286.40308582 0.11086024
19267.82273603 0.11414635
19249.27815207 0.11739089
19230.76923077 0.12059397
19212.29586936 0.12375569
19193.85796545 0.12687619
19175.45541707 0.12995557
19157.08812261 0.13299397
19138.75598086 0.13599150
19120.45889101 0.13894830
19102.19675263 0.14186448
19083.96946565 0.14474019
19065.77693041 0.14757554
19047.61904762 0.15037066
19029.49571836 0.15312567
19011.40684411 0.15584069
18993.35232669 0.15851584
18975.33206831 0.16115123
18957.34597156 0.16374698
18939.39393939 0.16630318
18921.47587512 0.16881995
18903.59168242 0.17129738
18885.74126534 0.17373556
18867.92452830 0.17613458
18850.14137606 0.17849453
18832.39171375 0.18081548
18814.67544685 0.18309749
18796.99248120 0.18534065
18779.34272300 0.18754500
18761.72607880 0.18971061
18744.14245548 0.19183752
18726.59176030 0.19392577
18709.07390084 0.19597540
18691.58878505 0.19798645
18674.13632120 0.19995894
18656.71641791 0.20189289
18639.32898416 0.20378832
18621.97392924 0.20564523
18604.65116279 0.20746363
18587.36059480 0.20924353
18570.10213556 0.21098492
18552.87569573 0.21268779
18535.68118628 0.21435213
18518.51851852 0.21597792
18501.38760407 0.21756515
18484.28835490 0.21911379
18467.22068329 0.22062382
18450.18450185 0.22209520
18433.17972350 0.22352792
18416.20626151 0.22492194
18399.26402944 0.22627722
18382.35294118 0.22759373
18365.47291093 0.22887144
18348.62385321 0.23011030
18331.80568286 0.23131029
18315.01831502 0.23247137
18298.26166514 0.23359350
18281.53564899 0.23467665
18264.84018265 0.23572078
18248.17518248 0.23672588
18231.54056518 0.23769190
18214.93624772 0.23861883
18198.36214741 0.23950664
18181.81818182 0.24035531
18165.30426885 0.24116483
18148.82032668 0.24193518
18132.36627380 0.24266637
18115.94202899 0.24335837
18099.54751131 0.24401121
18083.18264014 0.24462489
18066.84733514 0.24519941
18050.54151625 0.24573481
18034.26510370 0.24623112
18018.01801802 0.24668835
18001.80018002 0.24710656
17985.61151079 0.24748580
17969.45193172 0.24782611
17953.32136445 0.24812757
17937.21973094 0.24839025
17921.14695341 0.24861422
17905.10295434 0.24879958
17889.08765653 0.24894642
17873.10098302 0.24905486
17857.14285714 0.24912500
17841.21320250 0.24915698
17825.31194296 0.24915094
17809.43900267 0.24910701
17793.59430605 0.24902535
17777.77777778 0.24890613
17761.98934281 0.24874953
17746.22892635 0.24855573
17730.49645390 0.24832494
17714.79185120 0.24805734
17699.11504425 0.24775318
17683.46595933 0.24741266
17667.84452297 0.24703604
17652.25066196 0.24662357
17636.68430335 0.24617550
17621.14537445 0.24569211
17605.63380282 0.24517368
17590.14951627 0.24462050
17574.69244288 0.24403287
17559.26251097 0.24341112
17543.85964912 0.24275557
17528.48378615 0.24206654
17513.13485114 0.24134440
17497.81277340 0.24058949
17482.51748252 0.23980218
17467.24890830 0.23898285
17452.00698080 0.23813188
17436.79163034 0.23724967
17421.60278746 0.23633663
17406.44038294 0.23539317
17391.30434783 0.23441971
17376.19461338 0.23341670
17361.11111111 0.23238457
17346.05377277 0.23132377
17331.02253033 0.23023477
17316.01731602 0.22911802
17301.03806228 0.22797402
17286.08470182 0.22680324
17271.15716753 0.22560617
17256.25539258 0.22438332
17241.37931034 0.22313518
17226.52885444 0.22186228
17211.70395869 0.22056513
17196.90455718 0.21924425
17182.13058419 0.21790018
17167.38197425 0.21653346
17152.65866209 0.21514463
17137.96058269 0.21373423
17123.28767123 0.21230282
17108.63986313 0.21085095
17094.01709402 0.20937919
17079.41929974 0.20788811
17064.84641638 0.20637826
17050.29838022 0.20485023
17035.77512777 0.20330458
17021.27659574 0.20174190
17006.80272109 0.20016277
16992.35344095 0.19856776
16977.92869270 0.19695746
16963.52841391 0.19533245
16949.15254237 0.19369333
16934.80101609 0.19204068
16920.47377327 0.19037508
16906.17075232 0.18869712
16891.89189189 0.18700739
16877.63713080 0.18530648
16863.40640809 0.18359497
16849.19966302 0.18187344
16835.01683502 0.18014249
16820.85786375 0.17840268
16806.72268908 0.17665460
16792.61125105 0.17489883
16778.52348993 0.17313594
16764.45934619 0.17136651
16750.41876047 0.16959109
16736.40167364 0.16781026
16722.40802676 0.16602457
16708.43776107 0.16423459
16694.49081803 0.16244086
16680.56713928 0.16064394
16666.66666667 0.15884436
16652.78934221 0.15704267
16638.93510815 0.15523940
16625.10390690 0.15343508
16611.29568106 0.15163022
16597.51037344 0.14982535
16583.74792703 0.14802097
16570.00828500 0.14621758
16556.29139073 0.14441569
16542.59718776 0.14261579
16528.92561983 0.14081835
16515.27663088 0.13902385
16501.65016502 0.13723276
16488.04616653 0.13544555
16474.46457990 0.13366266
16460.90534979 0.13188454
16447.36842105 0.13011163
16433.85373870 0.12834436
16420.36124795 0.12658315
16406.89089418 0.12482840
16393.44262295 0.12308054
16380.01638002 0.12133995
16366.61211129 0.11960702
16353.22976288 0.11788213
16339.86928105 0.11616564
16326.53061224 0.11445793
16313.21370310 0.11275933
16299.91850041 0.11107020
16286.64495114 0.10939087
16273.39300244 0.10772165
16260.16260163 0.10606288
16246.95369618 0.10441484
16233.76623377 0.10277785
16220.60016221 0.10115218
16207.45542950 0.09953812
16194.33198381 0.09793593
16181.22977346 0.09634587
16168.14874697 0.09476820
16155.08885299 0.09320315
16142.05004036 0.09165096
16129.03225806 0.09011184
16116.03545528 0.08858601
16103.05958132 0.08707368
16090.10458568 0.08557504
16077.17041801 0.08409027
16064.25702811 0.08261955
16051.36436597 0.08116305
16038.49238172 0.07972093
16025.64102564 0.07829334
16012.81024820 0.07688041
16000.00000000 0.07548229
15987.21023181 0.07409908
15974.44089457 0.07273092
15961.69193935 0.07137790
15948.96331738 0.07004012
15936.25498008 0.06871768
15923.56687898 0.06741065
15910.89896579 0.06611911
15898.25119237 0.06484312
15885.62351072 0.06358275
15873.01587302 0.06233804
15860.42823156 0.06110903
15847.86053883 0.05989577
15835.31274743 0.05869827
15822.78481013 0.05751656
15810.27667984 0.05635066
15797.78830964 0.05520057
15785.31965272 0.05406628
15772.87066246 0.05294780
15760.44129236 0.05184511
15748.03149606 0.05075819
15735.64122738 0.04968702
15723.27044025 0.04863156
15710.91908877 0.04759177
15698.58712716 0.04656761
15686.27450980 0.04555904
15673.98119122 0.04456599
15661.70712608 0.04358841
15649.45226917 0.04262624
15637.21657545 0.04167939
15625.00000000 0.04074780
15612.80249805 0.03983139
15600.62402496 0.03893007
15588.46453624 0.03804376
15576.32398754 0.03717235
15564.20233463 0.03631576
15552.09953344 0.03547387
15540.01554002 0.03464660
15527.95031056 0.03383382
15515.90380140 0.03303543
15503.87596899 0.03225130
15491.86676995 0.03148133
15479.87616099 0.03072538
15467.90409899 0.02998334
15455.95054096 0.02925507
15444.01544402 0.02854044
15432.09876543 0.02783932
15420.20046261 0.02715158
15408.32049307 0.02647708
15396.45881447 0.02581568
15384.61538462 0.02516722
15372.79016141 0.02453159
15360.98310292 0.02390861
15349.19416731 0.02329816
15337.42331288 0.02270007
15325.67049808 0.02211420
15313.93568147 0.02154040
15302.21882173 0.02097852
15290.51987768 0.02042839
15278.83880825 0.01988988
15267.17557252 0.01936281
15255.53012967 0.01884704
15243.90243902 0.01834241
15232.29246002 0.01784876
15220.70015221 0.01736594
15209.12547529 0.01689378
15197.56838906 0.01643213
15186.02885345 0.01598083
15174.50682853 0.01553973
15163.00227445 0.01510865
15151.51515152 0.01468746
15140.04542014 0.01427598
15128.59304085 0.01387406
15117.15797430 0.01348155
15105.74018127 0.01309829
15094.33962264 0.01272411
15082.95625943 0.01235888
15071.59005275 0.01200243
15060.24096386 0.01165460
15048.90895410 0.01131526
15037.59398496 0.01098423
15026.29601803 0.01066138
15015.01501502 0.01034656
15003.75093773 0.01003960
14992.50374813 0.00974037
14981.27340824 0.00944873
14970.05988024 0.00916451
14958.86312640 0.00888759
14947.68310912 0.00861781
14936.51979089 0.00835503
14925.37313433 0.00809912
14914.24310216 0.00784994
14903.12965723 0.00760734
14892.03276247 0.00737120
14880.95238095 0.00714138
14869.88847584 0.00691774
14858.84101040 0.00670015
14847.80994803 0.00648849
14836.79525223 0.00628262
14825.79688658 0.00608243
14814.81481481 0.00588777
14803.84900074 0.00569855
14792.89940828 0.00551462
14781.96600148 0.00533587
14771.04874446 0.00516218
14760.14760148 0.00499344
14749.26253687 0.00482953
14738.39351511 0.00467034
14727.54050074 0.00451575
14716.70345843 0.00436567
14705.88235294 0.00421997
14695.07714916 0.00407856
14684.28781204 0.00394133
14673.51430668 0.00380817
14662.75659824 0.00367900
14652.01465201 0.00355370
14641.28843338 0.00343218
14630.57790783 0.00331435
14619.88304094 0.00320011
14609.20379839 0.00308937
14598.54014599 0.00298204
14587.89204960 0.00287803
14577.25947522 0.00277725
14566.64238893 0.00267962
14556.04075691 0.00258506
14545.45454545 0.00249348
14534.88372093 0.00240481
14524.32824982 0.00231896
14513.78809869 0.00223586
14503.26323423 0.00215543
14492.75362319 0.00207760
14482.25923244 0.00200229
14471.78002894 0.00192944
14461.31597975 0.00185898
14450.86705202 0.00179084
14440.43321300 0.00172495
14430.01443001 0.00166125
14419.61067051 0.00159968
14409.22190202 0.00154017
14398.84809215 0.00148266
14388.48920863 0.00142710
14378.14521927 0.00137343
14367.81609195 0.00132158
14357.50179469 0.00127152
14347.20229555 0.00122317
14336.91756272 0.00117650
14326.64756447 0.00113145
14316.39226915 0.00108797
14306.15164521 0.00104601
14295.92566119 0.00100553
14285.71428571 0.00096648
14275.51748751 0.00092881
14265.33523538 0.00089249
14255.16749822 0.00085746
14245.01424501 0.00082369
14234.87544484 0.00079114
14224.75106686 0.00075977
14214.64108031 0.00072954
14204.54545455 0.00070041
14194.46415898 0.00067235
14184.39716312 0.00064532
14174.34443657 0.00061929
14164.30594901 0.00059423
14154.28167021 0.00057010
14144.27157001 0.00054687
14134.27561837 0.00052452
14124.29378531 0.00050300
14114.32604093 0.00048231
14104.37235543 0.00046239
14094.43269908 0.00044324
14084.50704225 0.00042482
14074.59535538 0.00040711
14064.69760900 0.00039008
14054.81377372 0.00037371
14044.94382022 0.00035798
14035.08771930 0.00034286
14025.24544180 0.00032833
14015.41695865 0.00031437
14005.60224090 0.00030096
13995.80125962 0.00028809
13986.01398601 0.00027573
13976.24039133 0.00026386
13966.48044693 0.00025246
13956.73412421 0.00024152
13947.00139470 0.00023103
13937.28222997 0.00022096
13927.57660167 0.00021129
13917.88448156 0.00020203
13908.20584145 0.00019314
13898.54065323 0.00018461
13888.88888889 0.00017644
13879.25052047 0.00016860
13869.62552011 0.00016109
13860.01386001 0.00015390
13850.41551247 0.00014700
13840.83044983 0.00014039
13831.25864454 0.00013406
13821.70006911 0.00012800
13812.15469613 0.00012220
13802.62249827 0.00011664
13793.10344828 0.00011132
13783.59751895 0.00010622
13774.10468320 0.00010135
13764.62491397 0.00009668
13755.15818432 0.00009222
13745.70446735 0.00008795
13736.26373626 0.00008387
13726.83596431 0.00007996
13717.42112483 0.00007623
13708.01919123 0.00007265
13698.63013699 0.00006924
13689.25393566 0.00006598
13679.89056088 0.00006286
13670.53998633 0.00005988
13661.20218579 0.00005704
13651.87713311 0.00005432
13642.56480218 0.00005172
13633.26516701 0.00004925
13623.97820163 0.00004688
13614.70388019 0.00004462
13605.44217687 0.00004246
13596.19306594 0.00004041
13586.95652174 0.00003844
13577.73251867 0.00003657
13568.52103121 0.00003478
13559.32203390 0.00003308
13550.13550136 0.00003145
13540.96140826 0.00002990
13531.79972936 0.00002843
13522.65043949 0.00002702
13513.51351351 0.00002568
13504.38892640 0.00002440
13495.27665317 0.00002318
13486.17666891 0.00002202
13477.08894879 0.00002091
13468.01346801 0.00001986
13458.95020188 0.00001886
13449.89912576 0.00001790
13440.86021505 0.00001699
13431.83344527 0.00001613
13422.81879195 0.00001531
13413.81623072 0.00001452
13404.82573727 0.00001378
13395.84728734 0.00001307
13386.88085676 0.00001240
13377.92642140 0.00001176
13368.98395722 0.00001115
13360.05344021 0.00001057
13351.13484646 0.00001002
13342.22815210 0.00000949
13333.33333333 0.00000900
